"Program","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","       2008  -  <b>VALUE</b>","       2008  -  <b>CV (%)</b>","       2011  -  <b>VALUE</b>","       2011  -  <b>CV (%)</b>","       2014  -  <b>VALUE</b>","       2014  -  <b>CV (%)</b>","       2019  -  <b>VALUE</b>","       2019  -  <b>CV (%)</b>"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","244","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","134","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","111,091","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","97,556","","","","138,830","18.7"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","251","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","141","","","","236","4.5"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","148,425","","","","125,141","24.1","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","130,476","","125,011","24.1","180,732","61.9"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","","","","","130","31.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","254","","","","161","4.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","142","","151","4.6","240","3.8"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","","","","","10","13.3","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (TRANSITIONING)","","","","","14","67.1","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","","","","","1","53.7","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","37,334","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","32,920","","","","41,902","85.3"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","79","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","49","","","","60","8.4"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (TRANSITIONING)","","","","","30","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","250","","","","161","4.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","133","","","","240","3.8"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (1,000 TO 2,499 $)","26","","","","6","30.4","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (10,000 TO 19,999 $)","23","","","","18","18.7","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (100,000 TO 249,999 $)","35","","","","24","18.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (2,500 TO 4,999 $)","15","","","","8","29.3","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (20,000 TO 24,999 $)","9","","","","7","45.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (25,000 TO 39,999 $)","23","","","","12","33.5","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (250,000 TO 499,999 $)","28","","","","19","16.6","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (40,000 TO 49,999 $)","9","","","","2","31.6","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 TO 9,999 $)","10","","","","5","35.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (50,000 TO 99,999 $)","44","","","","27","23","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (500,000 OR MORE $)","26","","","","27","10.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 1,000 $)","2","","","","6","34.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (1,000 TO 2,499 $)","","","","","","","2","45.7"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (10,000 TO 19,999 $)","","","","","","","12","21.2"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 199,999 $)","","","24","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 249,999 $)","","","","","","","59","8"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (2,500 TO 4,999 $)","","","","","","","2","36.4"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (20,000 TO 24,999 $)","","","","","","","6","51.7"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (200,000 TO 499,999 $)","","","25","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (25,000 TO 39,999 $)","","","","","","","16","19.1"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (250,000 TO 499,999 $)","","","","","","","42","18.9"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (40,000 TO 49,999 $)","","","","","","","10","8.3"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (5,000 TO 9,999 $)","","","","","","","5","47.6"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (50,000 TO 99,999 $)","","","19","","","","33","19.7"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (500,000 OR MORE $)","","","20","","","","51","14.1"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 1,000 $)","","","","","","","2","46.7"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 50,000 $)","","","45","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (100 PCT)","106","","","","89","4.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","19","","","","10","21","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","24","","","","13","19.7","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","27","","","","39","15","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","78","","","","10","26.5","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (100 PCT)","81","","","","83","5.8","103","12.1"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","19","","","","8","30","24","12.5"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","22","","","","13","20.5","30","13.8"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","26","","","","39","16.5","53","17.5"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","71","","","","8","29.5","30","11.5"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (100 PCT)","25","","","","6","14.7","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","","","","","2","49.4","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","2","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","1","","","","","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","7","","","","2","","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","71,249,570","","","","65,696,000","17.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","53,249,291","","65,679,000","17.8","205,968,000","31.9"
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (1,000 TO 2,499 $)"," (D)","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (10,000 TO 19,999 $)","320,002","","","","276,000","19.5","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (100,000 TO 249,999 $)","5,656,834","","","","4,249,000","14.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (2,500 TO 4,999 $)","57,939","","","","35,000","27.8","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (20,000 TO 24,999 $)","189,130","","","","157,000","46.6","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (25,000 TO 39,999 $)","712,653","","","","350,000","34","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (250,000 TO 499,999 $)","9,746,852","","","","6,881,000","15.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (40,000 TO 49,999 $)","393,863","","",""," (D)"," (D)","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 TO 9,999 $)","74,721","","","","29,000","38.2","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (50,000 TO 99,999 $)","3,395,882","","","","1,815,000","23.1","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (500,000 OR MORE $)","50,658,052","","","","51,804,000","22","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 1,000 $)"," (D)","","","","4,000","34.9","",""
"CENSUS","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (1,000 TO 2,499 $)","","","","","",""," (D)"," (D)"
